slug,latin_name,query_name,rank,kingdom,phylum,class_name,order_name,family,genus,species,scientific_name,match_type,confidence
rumex-obtusifolius,Rumex obtusifolius,Rumex obtusifolius,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,obtusifolius,Rumex obtusifolius L.,EXACT,97
verbascum-nigrum,Verbascum nigrum,Verbascum nigrum,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,nigrum,Verbascum nigrum L.,EXACT,97
aeshna-isoceles,Aeshna isoceles,Aeshna isoceles,species,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna,isoceles,"Aeshna isoceles (Müller, 1767)",EXACT,99
berteroa-incana,Berteroa incana,Berteroa incana,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Berteroa,incana,Berteroa incana (L.) DC.,EXACT,99
chironomidae-indet,Chironomidae indet.,Chironomidae indet.,family,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,,,Chironomidae,HIGHERRANK,94
closterotomus-trivialis,Closterotomus trivialis,Closterotomus trivialis,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Closterotomus,trivialis,"Closterotomus trivialis (A.Costa, 1853)",EXACT,99
geum-urbanum,Geum urbanum,Geum urbanum,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,urbanum,Geum urbanum L.,EXACT,97
harmonia-axyridis-f-spectabilis,Harmonia axyridis f. spectabilis,Harmonia axyridis f. spectabilis,form,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,axyridis,Harmonia axyridis f. spectabilis,EXACT,99
lagria-spec,Lagria spec.,Lagria spec.,genus,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Lagria,,"Lagria Fabricius, 1775",HIGHERRANK,94
mythimna-impura,Mythimna impura,Mythimna impura,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,impura,"Mythimna impura Hübner, 1808",EXACT,99
oedemera-nobilis,Oedemera nobilis,Oedemera nobilis,species,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,nobilis,"Oedemera nobilis (Scopoli, 1763)",EXACT,99
oenothera-spec,Oenothera spec.,Oenothera spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,,Oenothera L.,HIGHERRANK,94
otiorhynchus-sulcatus,Otiorhynchus sulcatus,Otiorhynchus sulcatus,species,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,sulcatus,"Otiorhynchus sulcatus (Fabricius, 1775)",EXACT,99
propylea-quatuordecimpunctata,Propylea quatuordecimpunctata,Propylea quatuordecimpunctata,species,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylaea,quatuordecimpunctata,"Propylea quatuordecimpunctata (Linnaeus, 1758)",EXACT,98
psyllobora-vigintiduopunctata,Psyllobora vigintiduopunctata,Psyllobora vigintiduopunctata,species,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora,vigintiduopunctata,"Psyllobora vigintiduopunctata (Linnaeus, 1758)",EXACT,99
riparia-riparia,Riparia riparia,Riparia riparia,species,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,riparia,"Riparia riparia (Linnaeus, 1758)",EXACT,99
sicus-ferrugineus,Sicus ferrugineus,Sicus ferrugineus,species,Animalia,Arthropoda,Insecta,Diptera,Conopidae,Sicus,ferrugineus,"Sicus ferrugineus (Linnaeus, 1761)",EXACT,99
sphaerophoria-spec,Sphaerophoria spec.,Sphaerophoria spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Sphaerophoria,,"Sphaerophoria Lepeletier & Serville, 1828",HIGHERRANK,94
stachys-palustris,Stachys palustris,Stachys palustris,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,palustris,Stachys palustris L.,EXACT,98
acer-pseudoplatanus,Acer pseudoplatanus,Acer pseudoplatanus,species,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,pseudoplatanus,Acer pseudoplatanus L.,EXACT,97
altica-spec,Altica spec.,Altica spec.,genus,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Altica,,"Altica Geoffroy, 1762",HIGHERRANK,92
andrena-bicolor,Andrena bicolor,Andrena bicolor,species,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,bicolor,"Andrena bicolor Fabricius, 1775",EXACT,97
anthrax-anthrax,Anthrax anthrax,Anthrax anthrax,species,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Anthrax,anthrax,"Anthrax anthrax (Schrank, 1781)",EXACT,99
coenagrion-puella,Coenagrion puella,Coenagrion puella,species,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrion,puella,"Coenagrion puella (Linnaeus, 1758)",EXACT,99
coleophora-spec,Coleophora spec.,,unmatched,,,,,,,,,,
cygnus-olor,Cygnus olor,Cygnus olor,species,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,olor,"Cygnus olor (J.F.Gmelin, 1789)",EXACT,99
gasteruption-spec,Gasteruption spec.,Gasteruption spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Gasteruptiidae,Gasteruption,,"Gasteruption Latreille, 1796",HIGHERRANK,94
geranium-robertianum,Geranium robertianum,Geranium robertianum,species,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,robertianum,Geranium robertianum L.,EXACT,99
hypericum-perforatum,Hypericum perforatum,Hypericum perforatum,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,perforatum,Hypericum perforatum L.,EXACT,99
idaea-rusticata,Idaea rusticata,Idaea rusticata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,rusticata,"Idaea rusticata (Denis & Schiffermüller) , 1775",EXACT,99
limnephilus-marmoratus,Limnephilus marmoratus,Limnephilus marmoratus,species,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,marmoratus,"Limnephilus marmoratus Curtis, 1834",EXACT,99
linaria-vulgaris,Linaria vulgaris,Linaria vulgaris,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,vulgaris,Linaria vulgaris Mill.,EXACT,97
lomaspilis-marginata,Lomaspilis marginata,Lomaspilis marginata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lomaspilis,marginata,"Lomaspilis marginata (Linnaeus, 1758)",EXACT,99
mareca-strepera,Mareca strepera,Mareca strepera,species,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,strepera,"Mareca strepera (Linnaeus, 1758)",EXACT,99
microlepidoptera-indet,Microlepidoptera indet.,,unmatched,,,,,,,,,,
nephrotoma-quadrifaria,Nephrotoma quadrifaria,Nephrotoma quadrifaria,species,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,quadrifaria,"Nephrotoma quadrifaria (Meigen, 1804)",EXACT,99
pentatoma-rufipes,Pentatoma rufipes,Pentatoma rufipes,species,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Pentatoma,rufipes,"Pentatoma rufipes (Linnaeus, 1758)",EXACT,99
sisymbrium-officinale,Sisymbrium officinale,Sisymbrium officinale,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,officinale,Sisymbrium officinale (L.) Scop.,EXACT,99
zygaena-filipendulae,Zygaena filipendulae,Zygaena filipendulae,species,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,filipendulae,"Zygaena filipendulae (Linnaeus, 1758)",EXACT,99
acleris-forsskaleana,Acleris forsskaleana,Acleris forsskaleana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,forsskaleana,"Acleris forsskaleana (Linnaeus, 1758)",EXACT,99
andrena-flavipes,Andrena flavipes,Andrena flavipes,species,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,flavipes,"Andrena flavipes Panzer, 1799",EXACT,99
anthomyiidae-indet,Anthomyiidae indet.,Anthomyiidae indet.,family,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,,Anthomyiidae,HIGHERRANK,94
anthriscus-sylvestris,Anthriscus sylvestris,Anthriscus sylvestris,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Anthriscus,sylvestris,Anthriscus sylvestris (L.) Hoffm.,EXACT,99
apamea-monoglypha,Apamea monoglypha,Apamea monoglypha,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,monoglypha,"Apamea monoglypha (Hufnagel, 1766)",EXACT,99
calamagrostis-epigejos,Calamagrostis epigejos,Calamagrostis epigejos,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Calamagrostis,epigejos,Calamagrostis epigejos (L.) Roth,EXACT,99
chelostoma-rapunculi,Chelostoma rapunculi,Chelostoma rapunculi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Chelostoma,rapunculi,"Chelostoma rapunculi (Lepeletier, 1841)",EXACT,99
chorthippus-biguttulus-group,Chorthippus biguttulus-group,Chorthippus biguttulus-group,genus,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Chorthippus,,"Chorthippus Fieber, 1852",HIGHERRANK,92
coreus-marginatus,Coreus marginatus,Coreus marginatus,species,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Coreus,marginatus,"Coreus marginatus (Linnaeus, 1758)",EXACT,99
cornu-aspersum,Cornu aspersum,Cornu aspersum,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,aspersum,"Cornu aspersum (O.F.Müller, 1774)",EXACT,99
crambus-perlella,Crambus perlella,Crambus perlella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crambus,perlellus,Crambus perlella Scolopi,EXACT,98
dipsacus-pilosus,Dipsacus pilosus,Dipsacus pilosus,species,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Dipsacus,pilosus,Dipsacus pilosus L.,EXACT,99
ditula-angustiorana,Ditula angustiorana,Ditula angustiorana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ditula,angustiorana,"Ditula angustiorana (Haworth, 1811)",EXACT,99
epilobium-hirsutum,Epilobium hirsutum,Epilobium hirsutum,species,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,hirsutum,Epilobium hirsutum L.,EXACT,97
galium-verum,Galium verum,Galium verum,species,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,verum,Galium verum L.,EXACT,99
glechoma-hederacea,Glechoma hederacea,Glechoma hederacea,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Glechoma,hederacea,Glechoma hederacea L.,EXACT,99
hordeum-murinum,Hordeum murinum,Hordeum murinum,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,murinum,Hordeum murinum L.,EXACT,99
megachile-willughbiella,Megachile willughbiella,Megachile willughbiella,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,willughbiella,"Megachile willughbiella (Kirby, 1802)",EXACT,99
mormo-maura,Mormo maura,Mormo maura,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mormo,maura,"Mormo maura (Linnaeus, 1758)",EXACT,97
motacilla-alba,Motacilla alba,Motacilla alba,species,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,alba,"Motacilla alba Linnaeus, 1758",EXACT,99
plantago-lanceolata,Plantago lanceolata,Plantago lanceolata,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,lanceolata,Plantago lanceolata L.,EXACT,98
sambucus-nigra,Sambucus nigra,Sambucus nigra,species,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,nigra,Sambucus nigra L.,EXACT,97
sarcophaga-spec,Sarcophaga spec.,Sarcophaga spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,,"Sarcophaga Meigen, 1826",HIGHERRANK,92
sonchus-oleraceus,Sonchus oleraceus,Sonchus oleraceus,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,oleraceus,Sonchus oleraceus L.,EXACT,97
urtica-dioica,Urtica dioica,Urtica dioica,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,dioica,Urtica dioica L.,EXACT,97
acentria-ephemerella,Acentria ephemerella,Acentria ephemerella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Acentria,ephemerella,"Acentria ephemerella (Denis & Schiffermüller, 1775)",EXACT,99
cepaea-spec,Cepaea spec.,,unmatched,,,,,,,,,,
chloromyia-formosa,Chloromyia formosa,Chloromyia formosa,species,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Chloromyia,formosa,"Chloromyia formosa (Scopoli, 1763)",EXACT,99
cirsium-vulgare,Cirsium vulgare,Cirsium vulgare,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,vulgare,Cirsium vulgare (Savi) Ten.,EXACT,97
crocallis-elinguaria,Crocallis elinguaria,Crocallis elinguaria,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Crocallis,elinguaria,"Crocallis elinguaria (Linnaeus, 1758)",EXACT,97
eupatorium-cannabinum,Eupatorium cannabinum,Eupatorium cannabinum,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,cannabinum,Eupatorium cannabinum L.,EXACT,99
graphosoma-italicum,Graphosoma italicum,Graphosoma italicum,species,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Graphosoma,italicum,"Graphosoma italicum (O.F.Müller, 1766)",EXACT,99
gymnoscelis-rufifasciata,Gymnoscelis rufifasciata,Gymnoscelis rufifasciata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Gymnoscelis,rufifasciata,"Gymnoscelis rufifasciata (Haworth, 1809)",EXACT,99
hirundo-rustica,Hirundo rustica,Hirundo rustica,species,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,"Hirundo rustica Linnaeus, 1758",EXACT,99
hylaeus-communis,Hylaeus communis,Hylaeus communis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,communis,"Hylaeus communis Nylander, 1852",EXACT,99
leucanthemum-vulgare,Leucanthemum vulgare,Leucanthemum vulgare,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,vulgare,Leucanthemum vulgare Lam.,EXACT,99
lotus-pedunculatus,Lotus pedunculatus,Lotus pedunculatus,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,pedunculatus,Lotus pedunculatus Cav.,EXACT,99
magnoliopsida,Magnoliopsida,Magnoliopsida,class,Plantae,Tracheophyta,Magnoliopsida,,,,,Magnoliopsida,EXACT,94
oryctolagus-cuniculus,Oryctolagus cuniculus,Oryctolagus cuniculus,species,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,"Oryctolagus cuniculus (Linnaeus, 1758)",EXACT,99
phasianus-colchicus,Phasianus colchicus,Phasianus colchicus,species,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,colchicus,"Phasianus colchicus Linnaeus, 1758",EXACT,99
philoscia-muscorum,Philoscia muscorum,Philoscia muscorum,species,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,muscorum,"Philoscia muscorum (Scopoli, 1763)",EXACT,99
pyrrhocoris-apterus,Pyrrhocoris apterus,Pyrrhocoris apterus,species,Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Pyrrhocoris,apterus,"Pyrrhocoris apterus (Linnaeus, 1758)",EXACT,99
rhinophora-lepida,Rhinophora lepida,Rhinophora lepida,species,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Rhinophora,lepida,"Rhinophora lepida (Meigen, 1824)",EXACT,99
scymninae-indet,Scymninae indet.,,unmatched,,,,,,,,,,
textrix-denticulata,Textrix denticulata,Textrix denticulata,species,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Textrix,denticulata,"Textrix denticulata (Olivier, 1789)",EXACT,99
thereva-nobilitata,Thereva nobilitata,Thereva nobilitata,species,Animalia,Arthropoda,Insecta,Diptera,Therevidae,Thereva,nobilitata,"Thereva nobilitata (Fabricius, 1775)",EXACT,99
apterogenum-ypsillon,Apterogenum ypsillon,Apterogenum ypsillon,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apterogenum,ypsillon,"Apterogenum ypsillon (Denis & Schiffermüller) , 1775",EXACT,99
bufo-bufo,Bufo bufo,Bufo bufo,species,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,bufo,"Bufo bufo (Linnaeus, 1758)",EXACT,99
cepaea-nemoralis,Cepaea nemoralis,Cepaea nemoralis,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,nemoralis,"Cepaea nemoralis (Linnaeus, 1758)",EXACT,99
cornus-sanguinea,Cornus sanguinea,Cornus sanguinea,species,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,sanguinea,Cornus sanguinea L.,EXACT,97
dianthus-deltoides,Dianthus deltoides,Dianthus deltoides,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,deltoides,Dianthus deltoides L.,EXACT,97
enoplognatha-ovata-latimana,Enoplognatha ovata/latimana,Enoplognatha ovata/latimana,species,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Enoplognatha,ovata,"Enoplognatha ovata (Clerck, 1757)",EXACT,99
eristalis-horticola,Eristalis horticola,Eristalis horticola,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Cheilosia,morio,Eristalis horticola,EXACT,98
heracleum-sphondylium,Heracleum sphondylium,Heracleum sphondylium,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,sphondylium,Heracleum sphondylium L.,EXACT,97
leptophyes-punctatissima,Leptophyes punctatissima,Leptophyes punctatissima,species,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Leptophyes,punctatissima,"Leptophyes punctatissima (Bosc, 1792)",EXACT,99
malva-alcea-malva-moschata,Malva alcea + Malva moschata,,compound,,,,,,,,,,
malva-moschata,Malva moschata,Malva moschata,species,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,moschata,Malva moschata L.,EXACT,98
medicago-lupulina,Medicago lupulina,Medicago lupulina,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,lupulina,Medicago lupulina L.,EXACT,99
panorpa-germanica,Panorpa germanica,Panorpa germanica,species,Animalia,Arthropoda,Insecta,Mecoptera,Panorpidae,Panorpa,germanica,"Panorpa germanica Linnaeus, 1758",EXACT,99
phlomis-russeliana,Phlomis russeliana,Phlomis russeliana,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,russeliana,Phlomis russeliana (Sims) Lag. ex Benth.,EXACT,97
pisaura-mirabilis,Pisaura mirabilis,Pisaura mirabilis,species,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaura,mirabilis,"Pisaura mirabilis (Clerck, 1757)",EXACT,99
platyedra-subcinerea,Platyedra subcinerea,Platyedra subcinerea,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Platyedra,subcinerea,"Platyedra subcinerea (Haworth, 1828)",EXACT,99
procambarus-clarkii,Procambarus clarkii,Procambarus clarkii,species,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,"Procambarus clarkii (Girard, 1852)",EXACT,99
schoenobius-gigantella,Schoenobius gigantella,Schoenobius gigantella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Schoenobius,gigantella,"Schoenobius gigantella (Denis & Schiffermüller) , 1775",EXACT,99
silene-latifolia,Silene latifolia,Silene latifolia,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,latifolia,Silene latifolia Poir.,EXACT,97
sonchus-asper,Sonchus asper,Sonchus asper,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,asper,Sonchus asper (L.) Hill,EXACT,97
sphaerophoria-scripta,Sphaerophoria scripta,Sphaerophoria scripta,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Sphaerophoria,scripta,"Sphaerophoria scripta (Linnaeus, 1758)",EXACT,99
tragopogon-pratensis,Tragopogon pratensis,Tragopogon pratensis,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tragopogon,pratensis,Tragopogon pratensis L.,EXACT,99
anas-platyrhynchos-domesticus,Anas platyrhynchos domesticus,Anas platyrhynchos domesticus,form,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Anas platyrhynchos f. domesticus,EXACT,98
anas-platyrhynchos-f-domesticus,Anas platyrhynchos f. domesticus,Anas platyrhynchos f. domesticus,form,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Anas platyrhynchos f. domesticus,EXACT,99
ancylis-achatana,Ancylis achatana,Ancylis achatana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ancylis,achatana,"Ancylis achatana (Denis & Schiffermüller) , 1775",EXACT,99
anthidium-manicatum,Anthidium manicatum,Anthidium manicatum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,manicatum,"Anthidium manicatum (Linnaeus, 1758)",EXACT,99
anthomyia-procellaris,Anthomyia procellaris,Anthomyia procellaris,species,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Anthomyia,procellaris,"Anthomyia procellaris Rondani, 1866",EXACT,99
bellis-perennis,Bellis perennis,Bellis perennis,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,perennis,Bellis perennis L.,EXACT,99
caltha-palustris,Caltha palustris,Caltha palustris,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Caltha,palustris,Caltha palustris L.,EXACT,99
chrysolina-americana,Chrysolina americana,Chrysolina americana,species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,americana,"Chrysolina americana (Linnaeus, 1758)",EXACT,99
chrysopilus-cristatus,Chrysopilus cristatus,Chrysopilus cristatus,species,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,Chrysopilus,cristatus,"Chrysopilus cristatus (Fabricius, 1775)",EXACT,99
dasypoda-hirtipes,Dasypoda hirtipes,Dasypoda hirtipes,species,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,Dasypoda,hirtipes,"Dasypoda hirtipes (Fabricius, 1793)",EXACT,99
diplotaxis-tenuifolia,Diplotaxis tenuifolia,Diplotaxis tenuifolia,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Diplotaxis,tenuifolia,Diplotaxis tenuifolia (L.) DC.,EXACT,99
epipactis-helleborine,Epipactis helleborine,Epipactis helleborine,species,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epipactis,helleborine,Epipactis helleborine (L.) Crantz,EXACT,99
erigeron-canadensis,Erigeron canadensis,Erigeron canadensis,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,canadensis,Erigeron canadensis L.,EXACT,97
fraxinus-excelsior,Fraxinus excelsior,Fraxinus excelsior,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,Fraxinus excelsior L.,EXACT,97
